REF_DATE,GEO,Labour force characteristics,Sex,Age group,VALUE
2019-07,Manitoba,Full-time employment,Females,15 to 24 years,24.3
2019-07,Manitoba,Full-time employment,Females,25 years and over,194.8
2019-07,Manitoba,Full-time employment,Females,25 to 54 years,153.8
2019-07,Manitoba,Unemployment rate,Both sexes,15 years and over,5.8
2019-07,Manitoba,Unemployment rate,Both sexes,15 to 64 years,6
2019-07,Manitoba,Unemployment rate,Both sexes,15 to 24 years,12.4
2019-07,Manitoba,Unemployment rate,Both sexes,25 years and over,4.5
2019-07,Manitoba,Unemployment rate,Both sexes,25 to 54 years,4.9
2019-07,Manitoba,Unemployment rate,Both sexes,55 years and over,3.3
2019-07,Manitoba,Unemployment rate,Males,15 years and over,6.4
2019-07,Manitoba,Unemployment rate,Males,15 to 64 years,6.7
2019-07,Manitoba,Unemployment rate,Males,15 to 24 years,15.3
2019-07,Manitoba,Unemployment rate,Males,25 years and over,4.7
2019-07,Manitoba,Unemployment rate,Males,25 to 54 years,5.2
2019-07,Manitoba,Unemployment rate,Males,55 years and over,3.4
2019-07,Manitoba,Unemployment rate,Females,15 years and over,5
2019-07,Manitoba,Unemployment rate,Females,15 to 64 years,5.2
2019-07,Manitoba,Unemployment rate,Females,15 to 24 years,9.2
2019-07,Manitoba,Unemployment rate,Females,25 years and over,4.2
2019-07,Manitoba,Unemployment rate,Females,25 to 54 years,4.6
2019-07,Manitoba,Unemployment rate,Females,55 years and over,3.1
2019-07,Manitoba,Participation rate,Both sexes,15 years and over,66.4
2019-07,Manitoba,Participation rate,Both sexes,15 to 64 years,78.7
2019-07,Manitoba,Participation rate,Both sexes,15 to 24 years,66.1
2019-07,Manitoba,Participation rate,Both sexes,25 years and over,66.5
2019-07,Manitoba,Participation rate,Both sexes,25 to 54 years,85.9
2019-07,Manitoba,Participation rate,Both sexes,55 years and over,39.7
2019-07,Manitoba,Participation rate,Males,15 years and over,71.8
2019-07,Manitoba,Participation rate,Males,15 to 64 years,83
2019-07,Manitoba,Participation rate,Males,15 to 24 years,66.9
2019-07,Manitoba,Participation rate,Males,25 years and over,72.8
2019-07,Manitoba,Participation rate,Males,25 to 54 years,91.9
2019-07,Manitoba,Participation rate,Males,55 years and over,45.8
2019-07,Manitoba,Participation rate,Females,15 years and over,61.1
2019-07,Manitoba,Participation rate,Females,15 to 64 years,74.3
2019-07,Manitoba,Participation rate,Females,15 to 24 years,65.3
2019-07,Manitoba,Participation rate,Females,25 years and over,60.3
2019-07,Manitoba,Participation rate,Females,25 to 54 years,80.1
2019-07,Manitoba,Participation rate,Females,55 years and over,34
2019-07,Saskatchewan,Full-time employment,Both sexes,15 years and over,467.3
2019-07,Saskatchewan,Full-time employment,Both sexes,15 to 64 years,445.8
2019-07,Saskatchewan,Full-time employment,Both sexes,15 to 24 years,39.2
2019-07,Saskatchewan,Full-time employment,Both sexes,25 years and over,428.1
2019-07,Saskatchewan,Full-time employment,Both sexes,25 to 54 years,326.7
2019-07,Saskatchewan,Full-time employment,Both sexes,55 years and over,101.4
2019-07,Saskatchewan,Full-time employment,Males,15 years and over,272.2
2019-07,Saskatchewan,Full-time employment,Males,15 to 64 years,256.3
2019-07,Saskatchewan,Full-time employment,Males,15 to 24 years,24.3
2019-07,Saskatchewan,Full-time employment,Males,25 years and over,247.9
2019-07,Saskatchewan,Full-time employment,Males,25 to 54 years,187.3
2019-07,Saskatchewan,Full-time employment,Females,15 years and over,195.1
2019-07,Saskatchewan,Full-time employment,Females,15 to 64 years,189.5
2019-07,Saskatchewan,Full-time employment,Females,15 to 24 years,14.9
2019-07,Saskatchewan,Full-time employment,Females,25 years and over,180.2
2019-07,Saskatchewan,Full-time employment,Females,25 to 54 years,139.3
2019-07,Saskatchewan,Unemployment rate,Both sexes,15 years and over,5.4
2019-07,Saskatchewan,Unemployment rate,Both sexes,15 to 64 years,5.5
2019-07,Saskatchewan,Unemployment rate,Both sexes,15 to 24 years,12.6
2019-07,Saskatchewan,Unemployment rate,Both sexes,25 years and over,4.2
2019-07,Saskatchewan,Unemployment rate,Both sexes,25 to 54 years,4.3
2019-07,Saskatchewan,Unemployment rate,Both sexes,55 years and over,4
2019-07,Saskatchewan,Unemployment rate,Males,15 years and over,5.2
2019-07,Saskatchewan,Unemployment rate,Males,15 to 64 years,5.2
2019-07,Saskatchewan,Unemployment rate,Males,15 to 24 years,11.2
2019-07,Saskatchewan,Unemployment rate,Males,25 years and over,4.3
2019-07,Saskatchewan,Unemployment rate,Males,25 to 54 years,4.5
2019-07,Saskatchewan,Unemployment rate,Males,55 years and over,3.6
2019-07,Saskatchewan,Unemployment rate,Females,15 years and over,5.6
2019-07,Saskatchewan,Unemployment rate,Females,15 to 64 years,5.8
2019-07,Saskatchewan,Unemployment rate,Females,15 to 24 years,14
2019-07,Saskatchewan,Unemployment rate,Females,25 years and over,4.2
2019-07,Saskatchewan,Unemployment rate,Females,25 to 54 years,4.2
2019-07,Saskatchewan,Unemployment rate,Females,55 years and over,4.2
2019-07,Saskatchewan,Participation rate,Both sexes,15 years and over,68.9
2019-07,Saskatchewan,Participation rate,Both sexes,15 to 64 years,80.4
2019-07,Saskatchewan,Participation rate,Both sexes,15 to 24 years,65.1
2019-07,Saskatchewan,Participation rate,Both sexes,25 years and over,69.6
2019-07,Saskatchewan,Participation rate,Both sexes,25 to 54 years,88.1
2019-07,Saskatchewan,Participation rate,Both sexes,55 years and over,43.7
2019-07,Saskatchewan,Participation rate,Males,15 years and over,74
2019-07,Saskatchewan,Participation rate,Males,15 to 64 years,84.2
2019-07,Saskatchewan,Participation rate,Males,15 to 24 years,65.9
2019-07,Saskatchewan,Participation rate,Males,25 years and over,75.5
2019-07,Saskatchewan,Participation rate,Males,25 to 54 years,92.9
2019-07,Saskatchewan,Participation rate,Males,55 years and over,50
2019-07,Saskatchewan,Participation rate,Females,15 years and over,63.7
2019-07,Saskatchewan,Participation rate,Females,15 to 64 years,76.5
2019-07,Saskatchewan,Participation rate,Females,15 to 24 years,64.2
2019-07,Saskatchewan,Participation rate,Females,25 years and over,63.7
2019-07,Saskatchewan,Participation rate,Females,25 to 54 years,83.1
2019-07,Saskatchewan,Participation rate,Females,55 years and over,37.8
2019-07,Alberta,Full-time employment,Both sexes,15 years and over,1915.5
2019-07,Alberta,Full-time employment,Both sexes,15 to 64 years,1846.9
2019-07,Alberta,Full-time employment,Both sexes,15 to 24 years,164
2019-07,Alberta,Full-time employment,Both sexes,25 years and over,1751.6
2019-07,Alberta,Full-time employment,Both sexes,25 to 54 years,1390
2019-07,Alberta,Full-time employment,Both sexes,55 years and over,361.6
2019-07,Alberta,Full-time employment,Males,15 years and over,1120
2019-07,Alberta,Full-time employment,Males,15 to 64 years,1073.3
2019-07,Alberta,Full-time employment,Males,15 to 24 years,92.5
2019-07,Alberta,Full-time employment,Males,25 years and over,1027.5
2019-07,Alberta,Full-time employment,Males,25 to 54 years,809.2
2019-07,Alberta,Full-time employment,Females,15 years and over,795.6
2019-07,Alberta,Full-time employment,Females,15 to 64 years,773.5
2019-07,Alberta,Full-time employment,Females,15 to 24 years,71.5
2019-07,Alberta,Full-time employment,Females,25 years and over,724.1
2019-07,Alberta,Full-time employment,Females,25 to 54 years,580.9
2019-07,Alberta,Unemployment rate,Both sexes,15 years and over,7.1
2019-07,Alberta,Unemployment rate,Both sexes,15 to 64 years,7.1
2019-07,Alberta,Unemployment rate,Both sexes,15 to 24 years,13.2
2019-07,Alberta,Unemployment rate,Both sexes,25 years and over,6.2
2019-07,Alberta,Unemployment rate,Both sexes,25 to 54 years,5.7
2019-07,Alberta,Unemployment rate,Both sexes,55 years and over,7.5
2019-07,Alberta,Unemployment rate,Males,15 years and over,7.8
2019-07,Alberta,Unemployment rate,Males,15 to 64 years,7.9
2019-07,Alberta,Unemployment rate,Males,15 to 24 years,14.1
2019-07,Alberta,Unemployment rate,Males,25 years and over,6.9
2019-07,Alberta,Unemployment rate,Males,25 to 54 years,5.9
2019-07,Alberta,Unemployment rate,Males,55 years and over,10.2
2019-07,Alberta,Unemployment rate,Females,15 years and over,6.2
2019-07,Alberta,Unemployment rate,Females,15 to 64 years,6.3
2019-07,Alberta,Unemployment rate,Females,15 to 24 years,12.3
2019-07,Alberta,Unemployment rate,Females,25 years and over,5.2
2019-07,Alberta,Unemployment rate,Females,25 to 54 years,5.5
2019-07,Alberta,Unemployment rate,Females,55 years and over,4.1
2019-07,Alberta,Participation rate,Both sexes,15 years and over,71.4
2019-07,Alberta,Participation rate,Both sexes,15 to 64 years,81
2019-07,Alberta,Participation rate,Both sexes,15 to 24 years,65.1
2019-07,Alberta,Participation rate,Both sexes,25 years and over,72.5
2019-07,Alberta,Participation rate,Both sexes,25 to 54 years,87.9
2019-07,Alberta,Participation rate,Both sexes,55 years and over,45.9
2019-07,Alberta,Participation rate,Males,15 years and over,77.3
2019-07,Alberta,Participation rate,Males,15 to 64 years,86.2
2019-07,Alberta,Participation rate,Males,15 to 24 years,65.7
2019-07,Alberta,Participation rate,Males,25 years and over,79.3
2019-07,Alberta,Participation rate,Males,25 to 54 years,94.1
2019-07,Alberta,Participation rate,Males,55 years and over,52.9
2019-07,Alberta,Participation rate,Females,15 years and over,65.4
2019-07,Alberta,Participation rate,Females,15 to 64 years,75.7
2019-07,Alberta,Participation rate,Females,15 to 24 years,64.5
2019-07,Alberta,Participation rate,Females,25 years and over,65.6
2019-07,Alberta,Participation rate,Females,25 to 54 years,81.5
2019-07,Alberta,Participation rate,Females,55 years and over,39.2
2019-07,British Columbia,Full-time employment,Both sexes,15 years and over,1998.6
2019-07,British Columbia,Full-time employment,Both sexes,15 to 64 years,1919.3
2019-07,British Columbia,Full-time employment,Both sexes,15 to 24 years,179.4
2019-07,British Columbia,Full-time employment,Both sexes,25 years and over,1819.2
2019-07,British Columbia,Full-time employment,Both sexes,25 to 54 years,1386.8
2019-07,British Columbia,Full-time employment,Both sexes,55 years and over,432.4
2019-07,British Columbia,Full-time employment,Males,15 years and over,1142.9
2019-07,British Columbia,Full-time employment,Males,15 to 64 years,1086.4
2019-07,British Columbia,Full-time employment,Males,15 to 24 years,98.4
2019-07,British Columbia,Full-time employment,Males,25 years and over,1044.5
2019-07,British Columbia,Full-time employment,Males,25 to 54 years,787
2019-07,British Columbia,Full-time employment,Females,15 years and over,855.8
2019-07,British Columbia,Full-time employment,Females,15 to 64 years,832.9
2019-07,British Columbia,Full-time employment,Females,15 to 24 years,81
2019-07,British Columbia,Full-time employment,Females,25 years and over,774.8
2019-07,British Columbia,Full-time employment,Females,25 to 54 years,599.9
2019-07,British Columbia,Unemployment rate,Both sexes,15 years and over,4.5
2019-07,British Columbia,Unemployment rate,Both sexes,15 to 64 years,4.5
2019-07,British Columbia,Unemployment rate,Both sexes,15 to 24 years,9.2
2019-07,British Columbia,Unemployment rate,Both sexes,25 years and over,3.7
2019-07,British Columbia,Unemployment rate,Both sexes,25 to 54 years,3.4
2019-07,British Columbia,Unemployment rate,Both sexes,55 years and over,4.3
2019-07,British Columbia,Unemployment rate,Males,15 years and over,4.4
2019-07,British Columbia,Unemployment rate,Males,15 to 64 years,4.5
2019-07,British Columbia,Unemployment rate,Males,15 to 24 years,10.3
2019-07,British Columbia,Unemployment rate,Males,25 years and over,3.4
2019-07,British Columbia,Unemployment rate,Males,25 to 54 years,3
2019-07,British Columbia,Unemployment rate,Males,55 years and over,4.6
2019-07,British Columbia,Unemployment rate,Females,15 years and over,4.6
2019-07,British Columbia,Unemployment rate,Females,15 to 64 years,4.6
2019-07,British Columbia,Unemployment rate,Females,15 to 24 years,8.1
2019-07,British Columbia,Unemployment rate,Females,25 years and over,3.9
2019-07,British Columbia,Unemployment rate,Females,25 to 54 years,3.9
2019-07,British Columbia,Unemployment rate,Females,55 years and over,4.1
2019-07,British Columbia,Participation rate,Both sexes,15 years and over,65.5
2019-07,British Columbia,Participation rate,Both sexes,15 to 64 years,79.5
2019-07,British Columbia,Participation rate,Both sexes,15 to 24 years,66.1
2019-07,British Columbia,Participation rate,Both sexes,25 years and over,65.4
2019-07,British Columbia,Participation rate,Both sexes,25 to 54 years,87.6
2019-07,British Columbia,Participation rate,Both sexes,55 years and over,38.4
2019-07,British Columbia,Participation rate,Males,15 years and over,69.1
2019-07,British Columbia,Participation rate,Males,15 to 64 years,82.5
2019-07,British Columbia,Participation rate,Males,15 to 24 years,63.5
2019-07,British Columbia,Participation rate,Males,25 years and over,70.1
2019-07,British Columbia,Participation rate,Males,25 to 54 years,91.2
2019-07,British Columbia,Participation rate,Males,55 years and over,43.8
2019-07,British Columbia,Participation rate,Females,15 years and over,62
2019-07,British Columbia,Participation rate,Females,15 to 64 years,76.5
2019-07,British Columbia,Participation rate,Females,15 to 24 years,68.9
2019-07,British Columbia,Participation rate,Females,25 years and over,60.9
2019-07,British Columbia,Participation rate,Females,25 to 54 years,84.2
2019-07,British Columbia,Participation rate,Females,55 years and over,33.3
2019-08,Canada,Full-time employment,Both sexes,15 years and over,15484.1
2019-08,Canada,Full-time employment,Both sexes,15 to 64 years,14971.5
2019-08,Canada,Full-time employment,Both sexes,15 to 24 years,1304.6
2019-08,Canada,Full-time employment,Both sexes,25 years and over,14179.4
2019-08,Canada,Full-time employment,Both sexes,25 to 54 years,10965.7
2019-08,Canada,Full-time employment,Both sexes,55 years and over,3213.8
2019-08,Canada,Full-time employment,Males,15 years and over,8710.7
2019-08,Canada,Full-time employment,Males,15 to 64 years,8360.9
2019-08,Canada,Full-time employment,Males,15 to 24 years,730.4
2019-08,Canada,Full-time employment,Males,25 years and over,7980.4
2019-08,Canada,Full-time employment,Males,25 to 54 years,6061.3
2019-08,Canada,Full-time employment,Females,15 years and over,6773.3
2019-08,Canada,Full-time employment,Females,15 to 64 years,6610.6
2019-08,Canada,Full-time employment,Females,15 to 24 years,574.2
2019-08,Canada,Full-time employment,Females,25 years and over,6199.1
2019-08,Canada,Full-time employment,Females,25 to 54 years,4904.4
2019-08,Canada,Unemployment rate,Both sexes,15 years and over,5.7
2019-08,Canada,Unemployment rate,Both sexes,15 to 64 years,5.8
2019-08,Canada,Unemployment rate,Both sexes,15 to 24 years,11.6
2019-08,Canada,Unemployment rate,Both sexes,15 to 19 years,15.2
2019-08,Canada,Unemployment rate,Both sexes,20 to 24 years,9.6
2019-08,Canada,Unemployment rate,Both sexes,25 years and over,4.8
2019-08,Canada,Unemployment rate,Both sexes,25 to 54 years,4.7
2019-08,Canada,Unemployment rate,Both sexes,55 years and over,4.8
2019-08,Canada,Unemployment rate,Both sexes,55 to 64 years,5.2
2019-08,Canada,Unemployment rate,Males,15 years and over,6.1
2019-08,Canada,Unemployment rate,Males,15 to 64 years,6.3
2019-08,Canada,Unemployment rate,Males,15 to 24 years,13.1
2019-08,Canada,Unemployment rate,Males,15 to 19 years,16.2
2019-08,Canada,Unemployment rate,Males,20 to 24 years,11.4
2019-08,Canada,Unemployment rate,Males,25 years and over,5.1
2019-08,Canada,Unemployment rate,Males,25 to 54 years,4.9
2019-08,Canada,Unemployment rate,Males,55 years and over,5.4
2019-08,Canada,Unemployment rate,Males,55 to 64 years,5.9
2019-08,Canada,Unemployment rate,Females,15 years and over,5.3
2019-08,Canada,Unemployment rate,Females,15 to 64 years,5.2
2019-08,Canada,Unemployment rate,Females,15 to 24 years,10.1
2019-08,Canada,Unemployment rate,Females,15 to 19 years,14.2
2019-08,Canada,Unemployment rate,Females,20 to 24 years,7.7
2019-08,Canada,Unemployment rate,Females,25 years and over,4.4
2019-08,Canada,Unemployment rate,Females,25 to 54 years,4.5
2019-08,Canada,Unemployment rate,Females,55 years and over,4.1
2019-08,Canada,Unemployment rate,Females,55 to 64 years,4.3
2019-08,Canada,Participation rate,Both sexes,15 years and over,65.8
2019-08,Canada,Participation rate,Both sexes,15 to 64 years,79.1
2019-08,Canada,Participation rate,Both sexes,15 to 24 years,65.4
2019-08,Canada,Participation rate,Both sexes,15 to 19 years,51.2
2019-08,Canada,Participation rate,Both sexes,20 to 24 years,77.3
2019-08,Canada,Participation rate,Both sexes,25 years and over,65.9
2019-08,Canada,Participation rate,Both sexes,25 to 54 years,87.4
2019-08,Canada,Participation rate,Both sexes,55 years and over,38.1
2019-08,Canada,Participation rate,Both sexes,55 to 64 years,66.9
2019-08,Canada,Participation rate,Males,15 years and over,70.3
2019-08,Canada,Participation rate,Males,15 to 64 years,82.6
2019-08,Canada,Participation rate,Males,15 to 24 years,64.3
2019-08,Canada,Participation rate,Males,15 to 19 years,49.8
2019-08,Canada,Participation rate,Males,20 to 24 years,76.6
2019-08,Canada,Participation rate,Males,25 years and over,71.3
2019-08,Canada,Participation rate,Males,25 to 54 years,91.5
2019-08,Canada,Participation rate,Males,55 years and over,44.2
2019-08,Canada,Participation rate,Males,55 to 64 years,72.8
2019-08,Canada,Participation rate,Females,15 years and over,61.4
2019-08,Canada,Participation rate,Females,15 to 64 years,75.6
2019-08,Canada,Participation rate,Females,15 to 24 years,66.4
2019-08,Canada,Participation rate,Females,15 to 19 years,52.6
2019-08,Canada,Participation rate,Females,20 to 24 years,78.1
2019-08,Canada,Participation rate,Females,25 years and over,60.7
2019-08,Canada,Participation rate,Females,25 to 54 years,83.3
2019-08,Canada,Participation rate,Females,55 years and over,32.5
2019-08,Canada,Participation rate,Females,55 to 64 years,61
2019-08,Newfoundland and Labrador,Full-time employment,Both sexes,15 years and over,190.1
2019-08,Newfoundland and Labrador,Full-time employment,Both sexes,15 to 64 years,182.3
2019-08,Newfoundland and Labrador,Full-time employment,Both sexes,15 to 24 years,14.6
2019-08,Newfoundland and Labrador,Full-time employment,Both sexes,25 years and over,175.5
2019-08,Newfoundland and Labrador,Full-time employment,Both sexes,25 to 54 years,131.9
2019-08,Newfoundland and Labrador,Full-time employment,Both sexes,55 years and over,43.6
2019-08,Newfoundland and Labrador,Full-time employment,Males,15 years and over,104.9
2019-08,Newfoundland and Labrador,Full-time employment,Males,15 to 64 years,99.1
2019-08,Newfoundland and Labrador,Full-time employment,Males,15 to 24 years,8.6
2019-08,Newfoundland and Labrador,Full-time employment,Males,25 years and over,96.3
2019-08,Newfoundland and Labrador,Full-time employment,Males,25 to 54 years,70
2019-08,Newfoundland and Labrador,Full-time employment,Females,15 years and over,85.1
2019-08,Newfoundland and Labrador,Full-time employment,Females,15 to 64 years,83.2
2019-08,Newfoundland and Labrador,Full-time employment,Females,15 to 24 years,6
2019-08,Newfoundland and Labrador,Full-time employment,Females,25 years and over,79.1
2019-08,Newfoundland and Labrador,Full-time employment,Females,25 to 54 years,61.9
2019-08,Newfoundland and Labrador,Unemployment rate,Both sexes,15 years and over,12.9
2019-08,Newfoundland and Labrador,Unemployment rate,Both sexes,15 to 64 years,12.9
2019-08,Newfoundland and Labrador,Unemployment rate,Both sexes,15 to 24 years,22.3
2019-08,Newfoundland and Labrador,Unemployment rate,Both sexes,25 years and over,11.5
2019-08,Newfoundland and Labrador,Unemployment rate,Both sexes,25 to 54 years,10.4
2019-08,Newfoundland and Labrador,Unemployment rate,Both sexes,55 years and over,14.6
2019-08,Newfoundland and Labrador,Unemployment rate,Males,15 years and over,13.7
2019-08,Newfoundland and Labrador,Unemployment rate,Males,15 to 64 years,13.9
2019-08,Newfoundland and Labrador,Unemployment rate,Males,15 to 24 years,21.2
2019-08,Newfoundland and Labrador,Unemployment rate,Males,25 years and over,12.7
2019-08,Newfoundland and Labrador,Unemployment rate,Males,25 to 54 years,10.9
2019-08,Newfoundland and Labrador,Unemployment rate,Males,55 years and over,16.9
2019-08,Newfoundland and Labrador,Unemployment rate,Females,15 years and over,12
2019-08,Newfoundland and Labrador,Unemployment rate,Females,15 to 64 years,11.7
2019-08,Newfoundland and Labrador,Unemployment rate,Females,15 to 24 years,23.4
2019-08,Newfoundland and Labrador,Unemployment rate,Females,25 years and over,10.2
2019-08,Newfoundland and Labrador,Unemployment rate,Females,25 to 54 years,9.9
2019-08,Newfoundland and Labrador,Unemployment rate,Females,55 years and over,11.1
2019-08,Newfoundland and Labrador,Participation rate,Both sexes,15 years and over,58.7
2019-08,Newfoundland and Labrador,Participation rate,Both sexes,15 to 64 years,73.9
2019-08,Newfoundland and Labrador,Participation rate,Both sexes,15 to 24 years,63.2
2019-08,Newfoundland and Labrador,Participation rate,Both sexes,25 years and over,58.1
2019-08,Newfoundland and Labrador,Participation rate,Both sexes,25 to 54 years,83.4
2019-08,Newfoundland and Labrador,Participation rate,Both sexes,55 years and over,32
2019-08,Newfoundland and Labrador,Participation rate,Males,15 years and over,62.9
2019-08,Newfoundland and Labrador,Participation rate,Males,15 to 64 years,77.8
2019-08,Newfoundland and Labrador,Participation rate,Males,15 to 24 years,62.3
2019-08,Newfoundland and Labrador,Participation rate,Males,25 years and over,63
2019-08,Newfoundland and Labrador,Participation rate,Males,25 to 54 years,86.9
2019-08,Newfoundland and Labrador,Participation rate,Males,55 years and over,38.1
2019-08,Newfoundland and Labrador,Participation rate,Females,15 years and over,54.6
2019-08,Newfoundland and Labrador,Participation rate,Females,15 to 64 years,70.2
2019-08,Newfoundland and Labrador,Participation rate,Females,15 to 24 years,64.2
2019-08,Newfoundland and Labrador,Participation rate,Females,25 years and over,53.4
2019-08,Newfoundland and Labrador,Participation rate,Females,25 to 54 years,80.1
2019-08,Newfoundland and Labrador,Participation rate,Females,55 years and over,26.4
2019-08,Prince Edward Island,Full-time employment,Both sexes,15 years and over,66.6
2019-08,Prince Edward Island,Full-time employment,Both sexes,15 to 64 years,63.5
2019-08,Prince Edward Island,Full-time employment,Both sexes,15 to 24 years,7.1
2019-08,Prince Edward Island,Full-time employment,Both sexes,25 years and over,59.4
2019-08,Prince Edward Island,Full-time employment,Both sexes,25 to 54 years,43.7
2019-08,Prince Edward Island,Full-time employment,Both sexes,55 years and over,15.7
2019-08,Prince Edward Island,Full-time employment,Males,15 years and over,35.7
2019-08,Prince Edward Island,Full-time employment,Males,15 to 64 years,33.6
2019-08,Prince Edward Island,Full-time employment,Males,15 to 24 years,4
2019-08,Prince Edward Island,Full-time employment,Males,25 years and over,31.6
2019-08,Prince Edward Island,Full-time employment,Males,25 to 54 years,22.6
2019-08,Prince Edward Island,Full-time employment,Females,15 years and over,30.9
2019-08,Prince Edward Island,Full-time employment,Females,15 to 64 years,29.9
2019-08,Prince Edward Island,Full-time employment,Females,15 to 24 years,3.1
2019-08,Prince Edward Island,Full-time employment,Females,25 years and over,27.8
2019-08,Prince Edward Island,Full-time employment,Females,25 to 54 years,21.2
2019-08,Prince Edward Island,Unemployment rate,Both sexes,15 years and over,8.8
2019-08,Prince Edward Island,Unemployment rate,Both sexes,15 to 64 years,8.8
2019-08,Prince Edward Island,Unemployment rate,Both sexes,15 to 24 years,8.5
2019-08,Prince Edward Island,Unemployment rate,Both sexes,25 years and over,8.9
2019-08,Prince Edward Island,Unemployment rate,Both sexes,25 to 54 years,8.1
2019-08,Prince Edward Island,Unemployment rate,Both sexes,55 years and over,10.3
2019-08,Prince Edward Island,Unemployment rate,Males,15 years and over,11
2019-08,Prince Edward Island,Unemployment rate,Males,15 to 64 years,10.6
2019-08,Prince Edward Island,Unemployment rate,Males,15 to 24 years,13
2019-08,Prince Edward Island,Unemployment rate,Males,25 years and over,10.6
2019-08,Prince Edward Island,Unemployment rate,Males,25 to 54 years,9.6
2019-08,Prince Edward Island,Unemployment rate,Males,55 years and over,12.8
2019-08,Prince Edward Island,Unemployment rate,Females,15 years and over,6.5
2019-08,Prince Edward Island,Unemployment rate,Females,15 to 64 years,6.8
2019-08,Prince Edward Island,Unemployment rate,Females,15 to 24 years,3.3
2019-08,Prince Edward Island,Unemployment rate,Females,25 years and over,7.1
2019-08,Prince Edward Island,Unemployment rate,Females,25 to 54 years,6.6
2019-08,Prince Edward Island,Unemployment rate,Females,55 years and over,8.2
2019-08,Prince Edward Island,Participation rate,Both sexes,15 years and over,66.7
2019-08,Prince Edward Island,Participation rate,Both sexes,15 to 64 years,81.3
2019-08,Prince Edward Island,Participation rate,Both sexes,15 to 24 years,69.5
2019-08,Prince Edward Island,Participation rate,Both sexes,25 years and over,66.2
2019-08,Prince Edward Island,Participation rate,Both sexes,25 to 54 years,89.3
2019-08,Prince Edward Island,Participation rate,Both sexes,55 years and over,40.7
2019-08,Prince Edward Island,Participation rate,Males,15 years and over,70.5
2019-08,Prince Edward Island,Participation rate,Males,15 to 64 years,83.5
2019-08,Prince Edward Island,Participation rate,Males,15 to 24 years,69
2019-08,Prince Edward Island,Participation rate,Males,25 years and over,70.8
2019-08,Prince Edward Island,Participation rate,Males,25 to 54 years,90.9
2019-08,Prince Edward Island,Participation rate,Males,55 years and over,47.4
2019-08,Prince Edward Island,Participation rate,Females,15 years and over,62.8
2019-08,Prince Edward Island,Participation rate,Females,15 to 64 years,79.4
2019-08,Prince Edward Island,Participation rate,Females,15 to 24 years,70.1
2019-08,Prince Edward Island,Participation rate,Females,25 years and over,61.9
2019-08,Prince Edward Island,Participation rate,Females,25 to 54 years,87.7
2019-08,Prince Edward Island,Participation rate,Females,55 years and over,34.9
2019-08,Nova Scotia,Full-time employment,Both sexes,15 years and over,377.5
2019-08,Nova Scotia,Full-time employment,Both sexes,15 to 64 years,363.5
2019-08,Nova Scotia,Full-time employment,Both sexes,15 to 24 years,33.3
2019-08,Nova Scotia,Full-time employment,Both sexes,25 years and over,344.2
2019-08,Nova Scotia,Full-time employment,Both sexes,25 to 54 years,260.3
2019-08,Nova Scotia,Full-time employment,Both sexes,55 years and over,84
2019-08,Nova Scotia,Full-time employment,Males,15 years and over,202.2
2019-08,Nova Scotia,Full-time employment,Males,15 to 64 years,192.7
2019-08,Nova Scotia,Full-time employment,Males,15 to 24 years,18.3
2019-08,Nova Scotia,Full-time employment,Males,25 years and over,183.9
2019-08,Nova Scotia,Full-time employment,Males,25 to 54 years,136
2019-08,Nova Scotia,Full-time employment,Females,15 years and over,175.3
2019-08,Nova Scotia,Full-time employment,Females,15 to 64 years,170.7
2019-08,Nova Scotia,Full-time employment,Females,15 to 24 years,15
2019-08,Nova Scotia,Full-time employment,Females,25 years and over,160.3
2019-08,Nova Scotia,Full-time employment,Females,25 to 54 years,124.3
2019-08,Nova Scotia,Unemployment rate,Both sexes,15 years and over,7.9
2019-08,Nova Scotia,Unemployment rate,Both sexes,15 to 64 years,7.8
2019-08,Nova Scotia,Unemployment rate,Both sexes,15 to 24 years,15.3
2019-08,Nova Scotia,Unemployment rate,Both sexes,25 years and over,6.6
2019-08,Nova Scotia,Unemployment rate,Both sexes,25 to 54 years,6.6
2019-08,Nova Scotia,Unemployment rate,Both sexes,55 years and over,6.6
2019-08,Nova Scotia,Unemployment rate,Males,15 years and over,8.9
2019-08,Nova Scotia,Unemployment rate,Males,15 to 64 years,9
2019-08,Nova Scotia,Unemployment rate,Males,15 to 24 years,15.7
2019-08,Nova Scotia,Unemployment rate,Males,25 years and over,7.7
2019-08,Nova Scotia,Unemployment rate,Males,25 to 54 years,7.8
2019-08,Nova Scotia,Unemployment rate,Males,55 years and over,7.7
2019-08,Nova Scotia,Unemployment rate,Females,15 years and over,6.9
2019-08,Nova Scotia,Unemployment rate,Females,15 to 64 years,6.5
2019-08,Nova Scotia,Unemployment rate,Females,15 to 24 years,15
2019-08,Nova Scotia,Unemployment rate,Females,25 years and over,5.4
2019-08,Nova Scotia,Unemployment rate,Females,25 to 54 years,5.4
2019-08,Nova Scotia,Unemployment rate,Females,55 years and over,5.4
2019-08,Nova Scotia,Participation rate,Both sexes,15 years and over,62.3
2019-08,Nova Scotia,Participation rate,Both sexes,15 to 64 years,77.6
2019-08,Nova Scotia,Participation rate,Both sexes,15 to 24 years,69.4
2019-08,Nova Scotia,Participation rate,Both sexes,25 years and over,61.2
2019-08,Nova Scotia,Participation rate,Both sexes,25 to 54 years,87.4
